jobTitle,department,earnings,year,serviceArea,hourlyWage,status
parks/grounds tech,parks,46523.49,2015.0,community and operation services,22.37,full time
perf excelnce prog mgr-inactiv,city manager's office,46307.56,2015.0,city manager,22.26,full time
council agenda coordinator,city clerk's office,46280.68,2015.0,deputy city manager,22.25,full time
police officer,patrol,46278.2,2015.0,police services,22.25,full time
assistant technical coord,cultural services,46269.05,2015.0,community and operation services,22.24,full time
risk management technician,"safety, security, & risk mgmt.",46156.52,2015.0,financial services,22.19,full time
streets equipment operator i,streets,46057.27,2015.0,planning development & transportation,22.14,full time
executive admin asst-inactive,sustainability services admin,46053.47,2015.0,sustainability services,22.14,full time
planning tech,comm dev & neighborhood svcs,45885.78,2015.0,planning development & transportation,22.06,full time
financial technician,streets,45881.87,2015.0,planning development & transportation,22.06,full time
accounts payable rep,accounting and treasury,45863.51,2015.0,financial services,22.05,full time
recreation services rep,recreation,45832.41,2015.0,community and operation services,22.03,full time
water resources engineer,ut water resources div,45714.31,2015.0,utility services,21.98,full time
credit/collections rep,utilities customer connections,45504.68,2015.0,utility services,21.88,full time
lead customer service rep,utilities customer connections,45424.9,2015.0,utility services,21.84,full time
parks/grounds tech,parks,45371.54,2015.0,community and operation services,21.81,full time
land survey technician,engineering,45326.44,2015.0,planning development & transportation,21.79,full time
electric lineworker,electric field services,45314.87,2015.0,utility services,21.79,full time
accounts payable rep,accounting and treasury,45201.39,2015.0,financial services,21.73,full time
utility cashier,utilities customer connections,45129.08,2015.0,utility services,21.7,full time
util hlth sfty & sec mgr-inact,safety and security,45111.51,2015.0,financial services,21.69,full time
parks supervisor,parks,45032.44,2015.0,community and operation services,21.65,full time
forstry crew leadr-sm&med tree,parks,44940.85,2015.0,community and operation services,21.61,full time
deputy court clerk ii,municipal court,44838.19,2015.0,judicial services,21.56,full time
farm technician,recreation,44795.13,2015.0,community and operation services,21.54,full time
maintenance tech - building,operation services,44767.41,2015.0,community and operation services,21.52,full time
maintenance tech - building,operation services,44758.5,2015.0,community and operation services,21.52,full time
accounts payable rep,accounting and treasury,44570.86,2015.0,financial services,21.43,full time
sr warehouse worker,ut standards engineering div,44565.45,2015.0,planning development & transportation,21.43,full time
warehouse worker,ut standards engineering div,44563.4,2015.0,planning development & transportation,21.42,full time
parks/grounds tech,parks,44470.92,2015.0,community and operation services,21.38,full time
administrative assistant,comm dev & neighborhood svcs,44456.56,2015.0,planning development & transportation,21.37,full time
meter reader,ut standards engineering div,44456.18,2015.0,planning development & transportation,21.37,full time
electric lineworker,electric field services,44435.01,2015.0,utility services,21.36,full time
parking enforcement officer,parking,44231.12,2015.0,planning development & transportation,21.26,full time
equipment maintenance worker,operation services,44213.58,2015.0,community and operation services,21.26,full time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,44188.98,2015.0,planning development & transportation,21.24,full time
utility fee/rate specialist,utility financial operations,44058.89,2015.0,utility services,21.18,full time
electric systems operator,electric field services,44019.04,2015.0,utility services,21.16,full time
pc hardwr/softwre specialist,information technology,43818.56,2015.0,information and employee services,21.07,full time
police sergeant,patrol,43724.6,2015.0,police services,21.02,full time
parks/grounds tech,parks,43723.59,2015.0,community and operation services,21.02,full time
recreation supervisor,recreation,43670.06,2015.0,community and operation services,21.0,full time
forestry technician-inactive,parks,43664.6,2015.0,community and operation services,20.99,full time
customer service rep ii,utilities customer connections,43647.52,2015.0,utility services,20.98,full time
police sergeant,investigations,43462.05,2015.0,police services,20.9,full time
plant operator,ut water production div,43152.02,2015.0,utility services,20.75,full time
publicity marketing specialist,cultural services,43122.23,2015.0,community and operation services,20.73,full time
customer service rep ii,utilities customer connections,42982.55,2015.0,utility services,20.66,full time
electric lineworker,electric field services,42980.85,2015.0,utility services,20.66,full time
gallery coordinator,cultural services,42975.67,2015.0,community and operation services,20.66,full time
parking enforcement officer,parking,42935.78,2015.0,planning development & transportation,20.64,full time
streets equipment operator i,streets,42915.34,2015.0,planning development & transportation,20.63,full time
service schedule coord,ut water meters div,42888.23,2015.0,utility services,20.62,full time
assistant city manager,sustainability services admin,42539.25,2015.0,sustainability services,20.45,full time
electric field service manager,electric field services,42503.93,2015.0,utility services,20.43,full time
administrative assistant,office of the chief,42391.92,2015.0,police services,20.38,full time
recreation supervisor,recreation,42376.2,2015.0,community and operation services,20.37,full time
utility cashier,utilities customer connections,42374.97,2015.0,utility services,20.37,full time
director of parks,parks,42312.15,2015.0,community and operation services,20.34,full time
administrative aide,parks,42250.96,2015.0,community and operation services,20.31,full time
city planner,comm dev & neighborhood svcs,42093.0,2015.0,planning development & transportation,20.24,full time
administrative support ii,investigations,42092.63,2015.0,police services,20.24,full time
facilities maintenance worker,operation services,42019.18,2015.0,community and operation services,20.2,full time
civil engineer iii,ut water utilities engineering,42015.0,2015.0,planning development & transportation,20.2,full time
utility billing representative,utilities customer connections,41755.43,2015.0,utility services,20.07,full time
customer service rep ii,utilities customer connections,41566.73,2015.0,utility services,19.98,full time
document imaging clerk,information technology,41544.5,2015.0,information and employee services,19.97,full time
customer service rep ii,comm dev & neighborhood svcs,41496.99,2015.0,planning development & transportation,19.95,full time
customer service rep ii,utilities customer connections,41482.71,2015.0,utility services,19.94,full time
compliance inspector,comm dev & neighborhood svcs,41482.59,2015.0,planning development & transportation,19.94,full time
customer service rep ii,utilities customer connections,41466.72,2015.0,utility services,19.94,full time
administrative aide,human resources,41422.98,2015.0,information and employee services,19.91,full time
forestry technician-inactive,parks,41355.18,2015.0,community and operation services,19.88,full time
systems specialist,information technology,41350.51,2015.0,information and employee services,19.88,full time
customer service rep ii,utilities customer connections,41350.17,2015.0,utility services,19.88,full time
parts assistant-inactive,operation services,41342.86,2015.0,community and operation services,19.88,full time
human resources partner-inactv,human resources,41321.0,2015.0,information and employee services,19.87,full time
court security officer,municipal court,41227.58,2015.0,judicial services,19.82,full time
customer service rep ii,utilities customer connections,41212.19,2015.0,utility services,19.81,full time
civil engineer i,engineering,40968.8,2015.0,planning development & transportation,19.7,full time
warehouse worker,ut standards engineering div,40894.25,2015.0,planning development & transportation,19.66,full time
museum director,cultural services,40862.51,2015.0,community and operation services,19.65,full time
grants development specialist,city manager's office,40768.99,2015.0,city manager,19.6,full time
restorative justice case mgr,comm dev & neighborhood svcs,40716.62,2015.0,planning development & transportation,19.58,full time
streets equipment operator i,streets,40681.85,2015.0,planning development & transportation,19.56,full time
bldg & dev review tech supv,comm dev & neighborhood svcs,40675.97,2015.0,planning development & transportation,19.56,full time
building inspector-inactive,comm dev & neighborhood svcs,40658.43,2015.0,planning development & transportation,19.55,full time
deputy city attorney,city attorney's office,40646.88,2015.0,city attorney,19.54,full time
customer service rep ii,parking,40575.98,2015.0,planning development & transportation,19.51,full time
civil engineer ii,ut water utilities engineering,40514.94,2015.0,planning development & transportation,19.48,full time
parking enforcement officer,parking,40384.35,2015.0,planning development & transportation,19.42,full time
parts assistant-inactive,operation services,40243.43,2015.0,community and operation services,19.35,full time
assistant city attorney ii,city attorney's office,40211.56,2015.0,city attorney,19.33,full time
streets equipment operator i,streets,39885.21,2015.0,planning development & transportation,19.18,full time
dot compliance coord-inactive,"safety, security, & risk mgmt.",39764.59,2015.0,financial services,19.12,full time
parks/grounds tech,parks,39759.36,2015.0,community and operation services,19.12,full time
legal assistant,city attorney's office,39706.49,2015.0,city attorney,19.09,full time
police lieutenant,office of the chief,39686.14,2015.0,police services,19.08,full time
streets equipment operator i,streets,39635.75,2015.0,planning development & transportation,19.06,full time
police deputy chief,investigations,39621.48,2015.0,police services,19.05,full time
compliance inspector,comm dev & neighborhood svcs,39524.78,2015.0,planning development & transportation,19.0,full time
supervisory elect sys operator,electric field services,39506.46,2015.0,utility services,18.99,full time
customer service rep ii,utilities customer connections,39484.95,2015.0,utility services,18.98,full time
streets equipment operator i,streets,39280.32,2015.0,planning development & transportation,18.88,full time
exhibits technician,cultural services,39262.1,2015.0,community and operation services,18.88,full time
parts assistant-inactive,operation services,39064.66,2015.0,community and operation services,18.78,full time
administrative support ii,city manager's office,38892.06,2015.0,city manager,18.7,full time
customer service rep i,utilities customer connections,38836.89,2015.0,utility services,18.67,full time
forestry technician-inactive,parks,38744.98,2015.0,community and operation services,18.63,full time
maintenance tech - building,operation services,38545.06,2015.0,community and operation services,18.53,full time
museum director - inactive,cultural services,38492.22,2015.0,community and operation services,18.51,full time
parking attendant,parking,38359.93,2015.0,planning development & transportation,18.44,full time
parking enforcement officer,parking,38260.75,2015.0,planning development & transportation,18.39,full time
administrative assistant,parks,38225.94,2015.0,community and operation services,18.38,full time
utility facility locator,ut electric systems eng div,38175.42,2015.0,utility services,18.35,full time
visual arts adminstrtr-inactve,cultural services,38106.46,2015.0,community and operation services,18.32,full time
customer service rep ii,recreation,38063.73,2015.0,community and operation services,18.3,full time
forestry technician-inactive,parks,37931.66,2015.0,community and operation services,18.24,full time
comm mediation prog coord,comm dev & neighborhood svcs,37828.51,2015.0,planning development & transportation,18.19,full time
customer service rep i,transfort / dial-a-ride,37821.6,2015.0,planning development & transportation,18.18,full time
facility assistant,recreation,37762.65,2015.0,community and operation services,18.16,full time
deputy court clerk ii,municipal court,37737.63,2015.0,judicial services,18.14,full time
industry cluster coordinator,economic health office,37708.15,2015.0,sustainability services,18.13,full time
administrative clerk ii,parks,37670.2,2015.0,community and operation services,18.11,full time
administrative support ii,streets,37477.48,2015.0,planning development & transportation,18.02,full time
parks/grounds tech,parks,37447.38,2015.0,community and operation services,18.0,full time
facilities scheduler,recreation,37291.56,2015.0,community and operation services,17.93,full time
utility grounds technician,electric field services,37187.26,2015.0,utility services,17.88,full time
transportation maint worker,transfort / dial-a-ride,37055.29,2015.0,planning development & transportation,17.82,full time
parking services manager,parking,36954.49,2015.0,planning development & transportation,17.77,full time
budget analyst,budget,36946.86,2015.0,financial services,17.76,full time
administrative clerk i,investigations,36829.1,2015.0,police services,17.71,full time
information services manager,information technology,36757.53,2015.0,information and employee services,17.67,full time
parking enforcement officer,parking,36742.78,2015.0,planning development & transportation,17.66,full time
parks/grounds tech,parks,36694.49,2015.0,community and operation services,17.64,full time
administrative clerk i,city clerk's office,36689.58,2015.0,deputy city manager,17.64,full time
service schedule coord,ut water meters div,36651.25,2015.0,utility services,17.62,full time
graffiti abatement officer,utilities customer connections,36544.46,2015.0,utility services,17.57,full time
equipment maintenance worker,operation services,36470.93,2015.0,community and operation services,17.53,full time
police supply technician,patrol,36280.41,2015.0,police services,17.44,full time
civil engineer ii,engineering,35961.53,2015.0,planning development & transportation,17.29,full time
pc hardwr/softwre specialist,information technology,35757.62,2015.0,information and employee services,17.19,full time
accountant-inactive,accounting and treasury,35741.53,2015.0,financial services,17.18,full time
facilities planner/designer,operation services,35733.86,2015.0,community and operation services,17.18,full time
utility billing representative,utilities customer connections,35601.24,2015.0,utility services,17.12,full time
parks/grounds tech,parks,35555.42,2015.0,community and operation services,17.09,full time
community service officer,patrol,35414.51,2015.0,police services,17.03,full time
financial & policy analyst,information technology,35388.0,2015.0,information and employee services,17.01,full time
parking attendant,parking,35366.36,2015.0,planning development & transportation,17.0,full time
police deputy chief,investigations,35317.05,2015.0,police services,16.98,full time
service schedule coord,ut standards engineering div,35222.27,2015.0,planning development & transportation,16.93,full time
police sergeant,patrol,35174.88,2015.0,police services,16.91,full time
media integration technician,cultural services,35055.81,2015.0,community and operation services,16.85,full time
light and power operations mgr,l&p operations service unit,35015.0,2015.0,utility services,16.83,full time
administrative clerk i,accounting and treasury,34823.03,2015.0,financial services,16.74,full time
events coordinator,recreation,34765.0,2015.0,community and operation services,16.71,full time
environmental planner,environmental services,34708.12,2015.0,sustainability services,16.69,full time
business outreach specialist,utilities customer connections,34570.67,2015.0,utility services,16.62,full time
payroll specialist,accounting and treasury,34525.96,2015.0,financial services,16.6,full time
police officer,investigations,34497.98,2015.0,police services,16.59,full time
recreation coordinator,recreation,34444.2,2015.0,community and operation services,16.56,full time
pc hardware/software spec,information technology,34266.07,2015.0,information and employee services,16.47,full time
light and power operations mgr,l&p operations service unit,34047.97,2015.0,utility services,16.37,full time
facilities lead locator,ut electric systems eng div,34036.21,2015.0,utility services,16.36,full time
civil engineer ii,ut water utilities engineering,33861.23,2015.0,planning development & transportation,16.28,full time
sr assistant city attorney,city attorney's office,33692.28,2015.0,city attorney,16.2,full time
electric lineworker,electric field services,33673.59,2015.0,utility services,16.19,full time
administrative clerk i,parks,33637.22,2015.0,community and operation services,16.17,full time
police officer,patrol,33513.0,2015.0,police services,16.11,full time
admin tech support specialist,transfort / dial-a-ride,33456.01,2015.0,planning development & transportation,16.08,full time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,33394.68,2015.0,planning development & transportation,16.06,full time
police officer,patrol,33348.15,2015.0,police services,16.03,full time
administrative clerk ii,transfort / dial-a-ride,33220.23,2015.0,planning development & transportation,15.97,full time
parks/grounds tech,parks,33054.84,2015.0,community and operation services,15.89,full time
recreation coordinator,recreation,33021.28,2015.0,community and operation services,15.88,full time
road supervisor,transfort / dial-a-ride,32995.86,2015.0,planning development & transportation,15.86,full time
community engagement specialst,utilities customer connections,32992.05,2015.0,utility services,15.86,full time
accounts payable rep,operation services,32950.35,2015.0,community and operation services,15.84,full time
payroll specialist,accounting and treasury,32880.34,2015.0,financial services,15.81,full time
electric dist safety supv,electric field services,32858.68,2015.0,utility services,15.8,full time
electric lineworker,electric field services,32728.27,2015.0,utility services,15.73,full time
financial analyst,finance administration,32515.0,2015.0,financial services,15.63,full time
mechanic,operation services,32393.25,2015.0,community and operation services,15.57,full time
bus operator,transfort / dial-a-ride,32297.93,2015.0,planning development & transportation,15.53,full time
bldg & dev review tech,comm dev & neighborhood svcs,32115.86,2015.0,planning development & transportation,15.44,full time
bus operator,transfort / dial-a-ride,32025.46,2015.0,planning development & transportation,15.4,full time
sr budget analyst,budget,31852.22,2015.0,financial services,15.31,full time
administrative support supv,recreation,31815.16,2015.0,community and operation services,15.3,full time
police officer,patrol,31720.25,2015.0,police services,15.25,full time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,31615.36,2015.0,planning development & transportation,15.2,full time
asst box office coordinator,cultural services,31524.2,2015.0,community and operation services,15.16,full time
compliance inspector,comm dev & neighborhood svcs,31187.27,2015.0,planning development & transportation,14.99,full time
budget analyst,budget,31030.36,2015.0,financial services,14.92,full time
streets equipment operator i,streets,31016.72,2015.0,planning development & transportation,14.91,full time
bldg & dev review tech-inactve,comm dev & neighborhood svcs,30862.01,2015.0,planning development & transportation,14.84,full time
neighborhood administrator,comm dev & neighborhood svcs,30768.18,2015.0,planning development & transportation,14.79,full time
human resources partner-inactv,human resources,30765.0,2015.0,information and employee services,14.79,full time
administrative support i,"safety, security, & risk mgmt.",30675.91,2015.0,financial services,14.75,full time
mechanic,operation services,30667.2,2015.0,community and operation services,14.74,full time
utility fee/rate specialist,utility financial operations,30550.53,2015.0,utility services,14.69,full time
executive admin asst-inactive,office of the chief,30501.4,2015.0,police services,14.66,full time
customer and admin svcs mgr,comm dev & neighborhood svcs,30381.09,2015.0,planning development & transportation,14.61,full time
utility facility locator,ut electric systems eng div,30355.13,2015.0,utility services,14.59,full time
electric lineworker,electric field services,30342.08,2015.0,utility services,14.59,full time
police officer,patrol,29977.57,2015.0,police services,14.41,full time
dispatch/scheduler,transfort / dial-a-ride,29888.96,2015.0,planning development & transportation,14.37,full time
aquatics maintenance lead,operation services,29721.94,2015.0,community and operation services,14.29,full time
field/training coordinator,transfort / dial-a-ride,29676.89,2015.0,planning development & transportation,14.27,full time
executive admin asst-inactive,finance administration,29640.63,2015.0,financial services,14.25,full time
recreation coordinator,recreation,29596.32,2015.0,community and operation services,14.23,full time
police officer,patrol,29507.48,2015.0,police services,14.19,full time
visual arts administrator,cultural services,29465.7,2015.0,community and operation services,14.17,full time
administration supervisor,transfort / dial-a-ride,29307.75,2015.0,planning development & transportation,14.09,full time
bus operator,transfort / dial-a-ride,29231.45,2015.0,planning development & transportation,14.05,full time
field/training coordinator,transfort / dial-a-ride,29006.94,2015.0,planning development & transportation,13.95,full time
bus operator,transfort / dial-a-ride,28996.55,2015.0,planning development & transportation,13.94,full time
police officer,patrol,28949.73,2015.0,police services,13.92,full time
bus operator,transfort / dial-a-ride,28892.59,2015.0,planning development & transportation,13.89,full time
electric utility project mgr,ut electric systems eng div,28846.2,2015.0,utility services,13.87,full time
bus operator,transfort / dial-a-ride,28812.79,2015.0,planning development & transportation,13.85,full time
special events coordinator,pdt administration,28784.18,2015.0,planning development & transportation,13.84,full time
bikes program specialist,fc moves,28598.3,2015.0,planning development & transportation,13.75,full time
administrative support ii,environmental services,28564.38,2015.0,sustainability services,13.73,full time
volunteer coordinator - mhe,environmental services,28514.76,2015.0,sustainability services,13.71,full time
streets equipment operator i,streets,28511.45,2015.0,planning development & transportation,13.71,full time
dispatch/scheduler,transfort / dial-a-ride,28426.73,2015.0,planning development & transportation,13.67,full time
bikes program specialist,fc moves,28364.27,2015.0,planning development & transportation,13.64,full time
bus operator,transfort / dial-a-ride,28261.87,2015.0,planning development & transportation,13.59,full time
parks/grounds tech,parks,28129.75,2015.0,community and operation services,13.52,full time
volunteer coord - mhe-inactive,environmental services,28095.77,2015.0,sustainability services,13.51,full time
police sergeant,patrol,27981.49,2015.0,police services,13.45,full time
recreation area manager,recreation,27867.23,2015.0,community and operation services,13.4,full time
mechanic,operation services,27793.1,2015.0,community and operation services,13.36,full time
sales manager,cultural services,27685.41,2015.0,community and operation services,13.31,full time
electric utility project mgr,ut electric systems eng div,27648.4,2015.0,utility services,13.29,full time
pc hardwr/softwre specialist,information technology,27612.53,2015.0,information and employee services,13.28,full time
bus operator,transfort / dial-a-ride,27240.65,2015.0,planning development & transportation,13.1,full time
it financial and policy mgr,information technology,27218.64,2015.0,information and employee services,13.09,full time
criminalist,investigations,27080.31,2015.0,police services,13.02,full time
plant operator,ut water production div,27015.0,2015.0,utility services,12.99,full time
dispatch/scheduler,transfort / dial-a-ride,27000.62,2015.0,planning development & transportation,12.98,full time
dispatch/scheduler,transfort / dial-a-ride,26811.77,2015.0,planning development & transportation,12.89,full time
deputy court clerk i,municipal court,26766.25,2015.0,judicial services,12.87,full time
events coordinator,cultural services,26738.79,2015.0,community and operation services,12.86,full time
aquatics maintenance lead,operation services,26712.22,2015.0,community and operation services,12.84,full time
bus operator,transfort / dial-a-ride,26658.25,2015.0,planning development & transportation,12.82,full time
bus operator,transfort / dial-a-ride,26422.09,2015.0,planning development & transportation,12.7,full time
deputy court clerk i,municipal court,26365.01,2015.0,judicial services,12.68,full time
graffiti abatement coordinator,utilities customer connections,26317.03,2015.0,utility services,12.65,full time
electric lineworker,electric field services,26227.63,2015.0,utility services,12.61,full time
administrative assistant,comm dev & neighborhood svcs,26187.24,2015.0,planning development & transportation,12.59,full time
recreation supervisor,recreation,26167.31,2015.0,community and operation services,12.58,full time
bus operator,transfort / dial-a-ride,26167.02,2015.0,planning development & transportation,12.58,full time
customer accounts analyst,utility financial operations,26135.51,2015.0,utility services,12.57,full time
public reltns & progrmmg coord,cultural services,26104.16,2015.0,community and operation services,12.55,full time
compliance inspector,comm dev & neighborhood svcs,25953.71,2015.0,planning development & transportation,12.48,full time
executive admin asst-inactive,office of the chief,25720.47,2015.0,police services,12.37,full time
bus operator,transfort / dial-a-ride,25619.82,2015.0,planning development & transportation,12.32,full time
bus operator,transfort / dial-a-ride,25618.49,2015.0,planning development & transportation,12.32,full time
line groundworker,electric field services,25558.16,2015.0,utility services,12.29,full time
curator,cultural services,25474.45,2015.0,community and operation services,12.25,full time
sr budget analyst,budget,25425.2,2015.0,financial services,12.22,full time
plant operator,ut water production div,25360.42,2015.0,utility services,12.19,full time
assistant city attorney ii,city attorney's office,25245.28,2015.0,city attorney,12.14,full time
records technician,comm dev & neighborhood svcs,25193.51,2015.0,planning development & transportation,12.11,full time
bus operator,transfort / dial-a-ride,25139.78,2015.0,planning development & transportation,12.09,full time
strategic accounts specialist,utilities customer connections,25067.34,2015.0,utility services,12.05,full time
publicity & marketing tech,utilities customer connections,25008.05,2015.0,utility services,12.02,full time
civil engineer i,streets,25000.71,2015.0,planning development & transportation,12.02,full time
sales tax auditor,sales tax,24793.26,2015.0,financial services,11.92,full time
pc hardwr/softwre specialist,information technology,24760.89,2015.0,information and employee services,11.9,full time
civil engineer ii,ut water utilities engineering,24630.36,2015.0,planning development & transportation,11.84,full time
bus operator,transfort / dial-a-ride,24605.67,2015.0,planning development & transportation,11.83,full time
bus operator,transfort / dial-a-ride,24580.52,2015.0,planning development & transportation,11.82,full time
volunteer coordinator,human resources,24494.75,2015.0,information and employee services,11.78,full time
bus operator,transfort / dial-a-ride,24458.11,2015.0,planning development & transportation,11.76,full time
utilities education supervisor,utilities customer connections,24309.6,2015.0,utility services,11.69,full time
maint tech-hvac-inactive,operation services,24290.13,2015.0,community and operation services,11.68,full time
customer service rep ii,utilities customer connections,23897.41,2015.0,utility services,11.49,full time
bus operator,transfort / dial-a-ride,23828.83,2015.0,planning development & transportation,11.46,full time
residential accts coord-inactv,utilities customer connections,23818.58,2015.0,utility services,11.45,full time
bus operator,transfort / dial-a-ride,23810.92,2015.0,planning development & transportation,11.45,full time
compliance supv-inactive,comm dev & neighborhood svcs,23765.05,2015.0,planning development & transportation,11.43,full time
sr city planner-inactive,comm dev & neighborhood svcs,23661.27,2015.0,planning development & transportation,11.38,full time
parking enforcement officer,parking,23622.24,2015.0,planning development & transportation,11.36,full time
customer service rep i,transfort / dial-a-ride,23561.62,2015.0,planning development & transportation,11.33,full time
recreation coordinator,recreation,23532.45,2015.0,community and operation services,11.31,full time
bus operator,transfort / dial-a-ride,23515.62,2015.0,planning development & transportation,11.31,full time
sales manager,cultural services,23480.82,2015.0,community and operation services,11.29,full time
bus operator,transfort / dial-a-ride,23469.02,2015.0,planning development & transportation,11.28,full time
travel training coordinator,transfort / dial-a-ride,23391.64,2015.0,planning development & transportation,11.25,full time
bus operator,transfort / dial-a-ride,23346.35,2015.0,planning development & transportation,11.22,full time
bus operator,transfort / dial-a-ride,23332.6,2015.0,planning development & transportation,11.22,full time
bus operator,transfort / dial-a-ride,23186.58,2015.0,planning development & transportation,11.15,full time
water utl fld opns sup-inactve,ut water meters div,23041.31,2015.0,utility services,11.08,full time
customer service rep i,cultural services,22983.05,2015.0,community and operation services,11.05,full time
water conservation mgr,utilities customer connections,22951.91,2015.0,utility services,11.03,full time
police officer,patrol,22926.87,2015.0,police services,11.02,full time
utilities customer finance mgr,utilities customer connections,22900.87,2015.0,utility services,11.01,full time
bus operator,transfort / dial-a-ride,22807.21,2015.0,planning development & transportation,10.97,full time
public relations coordinator,utilities customer connections,22791.58,2015.0,utility services,10.96,full time
customer service rep i,transfort / dial-a-ride,22783.3,2015.0,planning development & transportation,10.95,full time
bus operator,transfort / dial-a-ride,22740.62,2015.0,planning development & transportation,10.93,full time
customer service rep i,transfort / dial-a-ride,22683.64,2015.0,planning development & transportation,10.91,full time
customer service rep i,transfort / dial-a-ride,22666.02,2015.0,planning development & transportation,10.9,full time
community service officer,patrol,22596.49,2015.0,police services,10.86,full time
bus operator,transfort / dial-a-ride,22592.29,2015.0,planning development & transportation,10.86,full time
environmental planner,environmental services,22416.84,2015.0,sustainability services,10.78,full time
bus operator,transfort / dial-a-ride,22396.63,2015.0,planning development & transportation,10.77,full time
bus operator,transfort / dial-a-ride,22378.56,2015.0,planning development & transportation,10.76,full time
human resources technician,human resources,22358.72,2015.0,information and employee services,10.75,full time
bus operator,transfort / dial-a-ride,22325.6,2015.0,planning development & transportation,10.73,full time
bus operator,transfort / dial-a-ride,22277.29,2015.0,planning development & transportation,10.71,full time
police officer,investigations,22267.32,2015.0,police services,10.71,full time
accounting assistant,accounting and treasury,22199.58,2015.0,financial services,10.67,full time
community service officer,patrol,22185.21,2015.0,police services,10.67,full time
systems specialist,information technology,22180.62,2015.0,information and employee services,10.66,full time
police officer,patrol,22156.69,2015.0,police services,10.65,full time
bus operator,transfort / dial-a-ride,22080.59,2015.0,planning development & transportation,10.62,full time
bus operator,transfort / dial-a-ride,22060.43,2015.0,planning development & transportation,10.61,full time
warehouse worker,operation services,22052.04,2015.0,community and operation services,10.6,full time
bus operator,transfort / dial-a-ride,22027.79,2015.0,planning development & transportation,10.59,full time
bus operator,transfort / dial-a-ride,22014.84,2015.0,planning development & transportation,10.58,full time
customer service rep i,transfort / dial-a-ride,22003.24,2015.0,planning development & transportation,10.58,full time
bus operator,transfort / dial-a-ride,21955.57,2015.0,planning development & transportation,10.56,full time
bus operator,transfort / dial-a-ride,21928.45,2015.0,planning development & transportation,10.54,full time
right of way technician,operation services,21812.39,2015.0,community and operation services,10.49,full time
supervisory crew chief,electric field services,21779.69,2015.0,utility services,10.47,full time
bus operator,transfort / dial-a-ride,21729.12,2015.0,planning development & transportation,10.45,full time
asset manager,engineering,21692.34,2015.0,planning development & transportation,10.43,full time
bus operator,transfort / dial-a-ride,21665.36,2015.0,planning development & transportation,10.42,full time
bus operator,transfort / dial-a-ride,21616.15,2015.0,planning development & transportation,10.39,full time
bus operator,transfort / dial-a-ride,21611.01,2015.0,planning development & transportation,10.39,full time
administrative clerk ii,ut standards engineering div,21601.53,2015.0,planning development & transportation,10.39,full time
police public relations mgr,office of the chief,21553.44,2015.0,police services,10.36,full time
environmental program manager,environmental services,21553.44,2015.0,sustainability services,10.36,full time
neighborhood services manager,comm dev & neighborhood svcs,21551.64,2015.0,planning development & transportation,10.36,full time
bus operator,transfort / dial-a-ride,21528.76,2015.0,planning development & transportation,10.35,full time
administrative clerk ii,cultural services,21493.26,2015.0,community and operation services,10.33,full time
bus operator,transfort / dial-a-ride,21400.65,2015.0,planning development & transportation,10.29,full time
revenue and project manager,sales tax,21347.7,2015.0,financial services,10.26,full time
bus operator,transfort / dial-a-ride,21302.97,2015.0,planning development & transportation,10.24,full time
bikes program specialist,fc moves,21265.06,2015.0,planning development & transportation,10.22,full time
utility facility locator,ut electric systems eng div,21237.19,2015.0,utility services,10.21,full time
line groundworker,electric field services,21217.93,2015.0,utility services,10.2,full time
administrative clerk ii,operation services,21188.8,2015.0,community and operation services,10.19,full time
hris analyst,human resources,20994.93,2015.0,information and employee services,10.09,full time
publicity marketing specialist,cultural services,20923.81,2015.0,community and operation services,10.06,full time
bus operator,transfort / dial-a-ride,20824.9,2015.0,planning development & transportation,10.01,full time
bus operator,transfort / dial-a-ride,20778.57,2015.0,planning development & transportation,9.99,full time
bus operator,transfort / dial-a-ride,20774.56,2015.0,planning development & transportation,9.99,full time
bus operator,transfort / dial-a-ride,20710.78,2015.0,planning development & transportation,9.96,full time
customer service rep i,recreation,20648.02,2015.0,community and operation services,9.93,full time
payroll specialist,accounting and treasury,20582.24,2015.0,financial services,9.9,full time
bus operator,transfort / dial-a-ride,20330.02,2015.0,planning development & transportation,9.77,full time
electric lineworker,electric field services,20296.97,2015.0,utility services,9.76,full time
administrative assistant,transfort / dial-a-ride,20220.47,2015.0,planning development & transportation,9.72,full time
bus operator,transfort / dial-a-ride,20133.19,2015.0,planning development & transportation,9.68,full time
lan and systems administrator,information technology,20019.43,2015.0,information and employee services,9.62,full time
bus operator,transfort / dial-a-ride,19964.32,2015.0,planning development & transportation,9.6,full time
historic preservation planner,comm dev & neighborhood svcs,19963.98,2015.0,planning development & transportation,9.6,full time
bus operator,transfort / dial-a-ride,19958.88,2015.0,planning development & transportation,9.6,full time
executive admin asst-inactive,pdt administration,19940.23,2015.0,planning development & transportation,9.59,full time
streets equipment operator i,streets,19912.33,2015.0,planning development & transportation,9.57,full time
police officer,patrol,19859.83,2015.0,police services,9.55,full time
bus operator,transfort / dial-a-ride,19840.41,2015.0,planning development & transportation,9.54,full time
bus operator,transfort / dial-a-ride,19702.53,2015.0,planning development & transportation,9.47,full time
